,location,total_sqft,bath,price,bhk
4045,Kammasandra,1415.0,2.0,60.0,2
4046,Kammasandra,1057.0,2.0,35.0,2
4047,Kammasandra,982.0,2.0,25.53,2
4048,Kammasandra,1500.0,3.0,65.0,3
4049,Kammasandra,985.0,2.0,40.5,2
4050,Kammasandra,940.0,2.0,35.0,2
4052,Kammasandra,610.0,1.0,18.5,1
4053,Kanakapura,1419.0,3.0,75.0,3
4054,Kanakapura,711.0,1.0,36.0,1
4055,Kanakapura,711.0,1.0,38.0,1
4056,Kanakapura,929.0,2.0,46.0,2
4057,Kanakapura,551.0,1.0,30.0,1
4058,Kanakapura,1020.0,2.0,42.83,2
4059,Kanakapura,1699.0,3.0,97.0,3
4060,Kanakapura,1130.0,2.0,45.2,2
4061,Kanakapura,1476.0,3.0,75.0,3
4062,Kanakapura,1295.0,2.0,64.0,2
4063,Kanakapura,1160.0,2.0,46.39,2
4064,Kanakapura,1277.0,2.0,55.0,2
4065,Kanakapura,1151.0,2.0,59.0,2
4066,Kanakapura,945.0,2.0,47.0,2
4067,Kanakapura,1254.0,2.0,70.0,3
4068,Kanakapura,2200.0,3.0,121.0,3
4069,Kanakapura,1340.0,2.0,65.0,2
4071,Kanakapura,1450.0,3.0,75.0,3
4072,Kanakapura,1130.0,2.0,45.2,2
4073,Kanakapura,1283.0,2.0,68.0,2
4074,Kanakapura,2130.0,4.0,120.0,4
4076,Kanakapura,938.0,1.0,50.0,1
4077,Kanakapura,825.0,1.0,35.475,1
4078,Kanakapura,1489.0,2.0,70.0,3
4079,Kanakapura,1477.0,2.0,69.5,3
4080,Kanakpura Road,700.0,2.0,36.0,2
4081,Kanakpura Road,1665.0,3.0,88.0,3
4082,Kanakpura Road,950.0,2.0,57.0,2
4083,Kanakpura Road,2250.0,4.0,110.0,4
4085,Kanakpura Road,525.0,1.0,26.0,1
4089,Kanakpura Road,525.0,1.0,27.25,1
4090,Kanakpura Road,1100.0,2.0,58.0,3
4091,Kanakpura Road,525.0,1.0,30.0,1
4093,Kanakpura Road,1339.0,2.0,75.0,2
4094,Kanakpura Road,1100.0,3.0,58.0,3
4095,Kanakpura Road,525.0,1.0,26.0,1
4097,Kanakpura Road,1843.0,3.0,95.84,3
4098,Kanakpura Road,1290.0,2.0,74.0,2
4100,Kanakpura Road,1665.0,3.0,86.58,3
4102,Kanakpura Road,1542.0,2.0,85.0,3
4103,Kanakpura Road,1300.0,2.0,69.0,3
4109,Kanakpura Road,1495.0,2.0,90.0,2
4112,Kanakpura Road,1560.0,3.0,92.0,3
4115,Kanakpura Road,1420.0,2.0,75.0,3
4117,Kanakpura Road,825.0,1.0,36.29,1
4118,Kanakpura Road,983.0,2.0,50.6,2
4123,Kanakpura Road,1843.0,3.0,95.84,3
4124,Kanakpura Road,1500.0,3.0,97.0,3
4126,Kanakpura Road,1366.0,3.0,76.85,2
4128,Kanakpura Road,525.0,1.0,25.0,1
4130,Kanakpura Road,2265.0,3.0,136.0,3
4135,Kanakpura Road,2200.0,3.0,130.0,3
4136,Kanakpura Road,525.0,1.0,30.0,1
4138,Kanakpura Road,1051.0,2.0,56.74,2
4139,Kanakpura Road,525.0,1.0,30.0,1
4144,Kanakpura Road,1300.0,3.0,69.0,3
4145,Kanakpura Road,700.0,2.0,40.0,2
4146,Kanakpura Road,458.0,1.0,19.695,1
4147,Kanakpura Road,1700.0,3.0,88.0,3
4150,Kanakpura Road,2775.0,3.0,165.0,4
4151,Kanakpura Road,1900.0,3.0,99.0,3
4152,Kanakpura Road,1290.0,2.0,80.0,2
4157,Kanakpura Road,1868.0,3.0,113.0,3
4159,Kanakpura Road,1366.0,2.0,83.0,2
4160,Kanakpura Road,700.0,2.0,40.0,2
4162,Kanakpura Road,1339.0,2.0,71.5,2
4164,Kanakpura Road,670.0,1.0,35.0,1
4171,Kanakpura Road,525.0,1.0,30.0,1
4174,Kanakpura Road,1498.0,3.0,95.0,3
4175,Kanakpura Road,1665.0,3.0,86.91,3
4176,Kanakpura Road,1665.0,3.0,86.58,3
4177,Kanakpura Road,712.0,1.0,38.44,1
4181,Kanakpura Road,1507.0,2.0,95.0,3
4185,Kanakpura Road,1339.0,2.0,85.0,2
4186,Kanakpura Road,525.0,1.0,27.0,1
4187,Kanakpura Road,525.0,1.0,27.5,1
4189,Kanakpura Road,525.0,1.0,26.25,1
4191,Kanakpura Road,525.0,1.0,26.0,1
4192,Kanakpura Road,1050.0,2.0,59.0,3
4193,Kanakpura Road,1600.0,3.0,90.0,3
4197,Kanakpura Road,1100.0,3.0,56.57,3
4200,Kanakpura Road,1843.0,3.0,96.2,3
4204,Kanakpura Road,1240.0,2.0,65.0,2
4208,Kanakpura Road,700.0,2.0,41.0,2
4212,Kanakpura Road,700.0,1.0,41.0,2
4214,Kanakpura Road,1100.0,3.0,58.0,3
4215,Kanakpura Road,1140.0,2.0,65.0,2
4217,Kanakpura Road,700.0,2.0,40.0,2
4220,Kanakpura Road,525.0,1.0,26.01,1
4223,Kanakpura Road,1322.0,2.0,70.0,2
4224,Kanakpura Road,1698.0,2.0,105.0,2
4225,Kanakpura Road,1300.0,3.0,69.0,3
4226,Kanakpura Road,1300.0,3.0,69.0,3
4228,Kanakpura Road,1167.0,2.0,63.0,2
4232,Kanakpura Road,1300.0,3.0,69.0,3
4237,Kanakpura Road,1430.0,2.0,78.0,2
4238,Kanakpura Road,700.0,2.0,36.0,2
4242,Kanakpura Road,1100.0,3.0,58.0,3
4247,Kanakpura Road,1300.0,2.0,69.0,3
4248,Kanakpura Road,2000.0,3.0,105.0,3
4249,Kanakpura Road,1200.0,2.0,62.0,2
4251,Kanakpura Road,1843.0,3.0,95.0,3
4254,Kanakpura Road,900.0,2.0,46.29,2
4255,Kanakpura Road,850.0,1.0,37.32,1
4257,Kanakpura Road,525.0,1.0,30.0,1
4258,Kanakpura Road,1938.0,3.0,105.0,3
4259,Kanakpura Road,1843.0,3.0,96.2,3
4260,Kanakpura Road,525.0,1.0,26.0,1
4264,Kanakpura Road,700.0,2.0,36.0,2
4265,Kanakpura Road,1622.0,3.0,95.0,3
4270,Kannamangala,957.0,2.0,58.0,2
4271,Kannamangala,957.0,2.0,56.0,2
4272,Kannamangala,3000.0,4.0,200.0,4
4273,Kannamangala,1536.0,3.0,89.0,3
4274,Kannamangala,2400.0,4.0,130.0,4
4275,Kannamangala,1574.0,3.0,93.34,3
4276,Kannamangala,957.0,2.0,52.5,2
4277,Kannamangala,1536.0,3.0,104.0,3
4278,Kannamangala,957.0,2.0,54.5,2
4279,Kannamangala,2422.0,4.0,135.0,4
4280,Kannamangala,957.0,2.0,55.0,2
4281,Kannamangala,957.0,2.0,56.0,2
4282,Karuna Nagar,2500.0,3.0,180.0,3
4283,Karuna Nagar,2500.0,3.0,190.0,3
4284,Karuna Nagar,1962.0,3.0,175.0,3
4285,Karuna Nagar,1057.0,2.0,65.0,2
4286,Karuna Nagar,1354.0,2.0,98.0,3
4287,Karuna Nagar,1945.0,3.0,115.0,3
4288,Karuna Nagar,1960.0,3.0,165.0,3
4289,Kasavanhalli,1060.0,2.0,58.06,2
4290,Kasavanhalli,1563.05,3.0,105.0,3
4291,Kasavanhalli,1717.0,3.0,99.0,3
4293,Kasavanhalli,3260.0,4.0,240.0,4
4294,Kasavanhalli,1349.0,2.0,78.0,2
4295,Kasavanhalli,1121.0,2.0,78.0,2
4296,Kasavanhalli,1100.0,2.0,50.0,2
4298,Kasavanhalli,1200.0,2.0,78.0,2
4301,Kasavanhalli,1476.0,3.0,89.0,3
4303,Kasavanhalli,1200.0,2.0,50.0,2
4304,Kasavanhalli,1719.0,3.0,116.0,3
4305,Kasavanhalli,1115.0,2.0,50.0,2
4306,Kasavanhalli,1125.0,2.0,61.2,2
4307,Kasavanhalli,2170.0,3.0,151.0,3
4310,Kasavanhalli,1476.0,3.0,95.0,3
4311,Kasavanhalli,1200.0,2.0,50.3,2
4313,Kasavanhalli,1787.0,3.0,123.0,3
4314,Kasavanhalli,1090.0,2.0,59.8,2
4315,Kasavanhalli,1691.0,3.0,104.0,3
4316,Kasavanhalli,4260.0,4.0,272.0,4
4317,Kasavanhalli,2111.0,4.0,120.0,3
4319,Kasavanhalli,950.0,2.0,39.0,2
4324,Kasavanhalli,770.0,1.0,43.82,1
4325,Kasavanhalli,1147.0,2.0,60.0,2
4326,Kasavanhalli,1375.0,2.0,72.0,2
4328,Kasavanhalli,1200.0,2.0,60.0,2
4329,Kasavanhalli,4260.0,4.0,333.0,4
4330,Kasavanhalli,1495.0,2.0,83.0,2
4331,Kasavanhalli,4000.0,4.0,325.0,4
4332,Kasavanhalli,1225.0,2.0,69.0,3
4333,Kasavanhalli,1917.0,3.0,132.0,3
4334,Kasavanhalli,1375.0,2.0,78.0,2
4335,Kasavanhalli,4408.0,4.0,344.0,4
4336,Kasavanhalli,1309.0,2.0,95.0,2
4337,Kasavanhalli,1476.0,3.0,105.0,3
4338,Kasavanhalli,1158.0,2.0,67.0,2
4339,Kasavanhalli,1214.0,2.0,67.0,2
4340,Kasavanhalli,2110.0,4.0,120.0,3
4341,Kasavanhalli,1495.0,2.0,110.0,2
4342,Kasavanhalli,1575.0,2.0,85.0,2
4343,Kasavanhalli,1069.0,2.0,55.0,2
4344,Kasavanhalli,1100.0,2.0,68.0,2
4345,Kasavanhalli,1715.0,3.0,112.0,3
4346,Kasavanhalli,1100.0,2.0,65.0,2
4347,Kasavanhalli,1230.0,2.0,66.25,2
4348,Kasavanhalli,1819.0,3.0,150.0,3
4351,Kasavanhalli,1585.0,2.0,90.0,2
4352,Kasavanhalli,1245.0,2.0,80.0,2
4353,Kasavanhalli,2035.0,3.0,142.0,3
4354,Kasavanhalli,1747.0,3.0,110.0,3
4355,Kasavanhalli,1377.0,2.0,80.0,2
4356,Kasavanhalli,1181.0,2.0,61.0,2
4357,Kasavanhalli,1121.0,2.0,75.0,2
4358,Kasturi Nagar,1925.0,3.0,125.0,3
4359,Kasturi Nagar,1567.0,2.0,92.0,2
4362,Kasturi Nagar,1080.0,2.0,80.0,2
4363,Kasturi Nagar,1101.0,2.0,65.0,2
4365,Kasturi Nagar,1896.0,3.0,125.0,4
4366,Kasturi Nagar,1100.0,2.0,58.0,2
4367,Kasturi Nagar,1570.0,3.0,110.0,3
4368,Kasturi Nagar,1000.0,2.0,58.0,2
4369,Kasturi Nagar,1101.0,2.0,66.0,2
4370,Kasturi Nagar,2507.0,4.0,155.0,4
4371,Kathriguppe,1400.0,2.0,77.0,3
4372,Kathriguppe,1250.0,2.0,68.75,3
4373,Kathriguppe,1245.0,2.0,68.48,3
4374,Kathriguppe,1350.0,2.0,87.01,3
4375,Kathriguppe,1350.0,2.0,80.99,3
4376,Kathriguppe,1365.0,2.0,75.08,3
4377,Kathriguppe,1300.0,3.0,77.99,3
4378,Kathriguppe,1350.0,2.0,80.99,3
4379,Kathriguppe,1390.0,2.0,76.45,3
4380,Kathriguppe,1350.0,3.0,78.3,3
4381,Kathriguppe,1250.0,2.0,68.75,3
4382,Kathriguppe,1300.0,3.0,77.99,3
4383,Kathriguppe,1335.0,2.0,73.43,3
4384,Kathriguppe,1300.0,3.0,77.99,3
4385,Kathriguppe,1300.0,3.0,77.99,3
4386,Kathriguppe,1335.0,2.0,73.43,3
4387,Kathriguppe,1350.0,3.0,80.99,3
4388,Kathriguppe,1250.0,2.0,68.75,2
4389,Kathriguppe,1350.0,3.0,80.99,3
4390,Kaval Byrasandra,1200.0,2.0,52.0,2
4391,Kaval Byrasandra,1020.0,2.0,52.0,2
4392,Kaval Byrasandra,1200.0,2.0,49.5,2
4393,Kaval Byrasandra,945.0,2.0,50.0,2
4394,Kaval Byrasandra,1060.0,2.0,45.0,2
4395,Kaval Byrasandra,1100.0,2.0,46.0,2
4396,Kaval Byrasandra,1185.0,2.0,49.0,2
4397,Kaval Byrasandra,997.0,2.0,53.0,2
4398,Kaval Byrasandra,1060.0,2.0,42.0,2
4399,Kaval Byrasandra,480.0,1.0,25.0,1
4400,Kaval Byrasandra,1125.0,2.0,41.5,2
4401,Kaval Byrasandra,1180.0,2.0,60.0,2
4402,Kaval Byrasandra,1450.0,3.0,75.0,3
4403,Kaval Byrasandra,1066.0,2.0,55.0,2
4404,Kaval Byrasandra,1025.0,2.0,60.0,2
4405,Kaval Byrasandra,1400.0,3.0,75.0,3
4406,Kenchenahalli,1015.0,2.0,58.0,2
4407,Kenchenahalli,715.0,1.0,45.0,1
4408,Kenchenahalli,1150.0,2.0,58.0,2
4409,Kenchenahalli,1280.0,2.0,69.0,3
4411,Kenchenahalli,870.0,1.0,45.0,2
4412,Kenchenahalli,1150.0,2.0,60.0,2
4413,Kenchenahalli,700.0,1.0,35.0,1
4414,Kenchenahalli,1060.0,2.0,52.0,2
4415,Kenchenahalli,1150.0,2.0,57.0,2
4416,Kenchenahalli,1720.0,3.0,100.0,3
4417,Kenchenahalli,1015.0,2.0,60.0,2
4419,Kengeri,750.0,2.0,38.0,2
4421,Kengeri,1197.0,2.0,50.0,2
4422,Kengeri,1200.0,2.0,58.0,2
4424,Kengeri,726.0,2.0,31.0,2
4426,Kengeri,1025.0,2.0,57.0,2
4428,Kengeri,1082.0,2.0,49.0,3
4431,Kengeri,750.0,2.0,36.0,2
4432,Kengeri,963.0,2.0,40.0,2
4434,Kengeri,726.0,2.0,35.0,2
4435,Kengeri,416.0,1.0,19.5,1
4436,Kengeri,900.0,2.0,45.0,2
4439,Kengeri,502.0,1.0,25.0,1
4441,Kengeri,1200.0,3.0,67.0,3
4442,Kengeri,725.0,2.0,30.0,2
4443,Kengeri,500.0,1.0,17.0,1
4444,Kengeri,540.0,1.0,22.5,1
4445,Kengeri,750.0,2.0,35.5,2
4446,Kengeri,1741.0,3.0,80.0,3
4448,Kengeri,1200.0,2.0,58.0,2
4451,Kengeri,750.0,2.0,36.5,2
4453,Kengeri,416.0,1.0,18.0,1
4455,Kengeri,883.0,2.0,49.0,2
4456,Kengeri,1052.0,2.0,51.0,2
4457,Kengeri,1220.0,2.0,63.0,2
4458,Kengeri,1150.0,1.0,52.0,1
4459,Kengeri,1192.0,2.0,53.5,2
4461,Kengeri,750.0,2.0,40.0,2
4462,Kengeri,1035.0,2.0,51.5,2
4463,Kengeri,3000.0,5.0,130.0,8
4464,Kengeri,410.0,1.0,15.0,1
4465,Kengeri,416.0,1.0,17.19,1
4468,Kengeri,2500.0,4.0,100.0,5
4469,Kengeri,550.0,1.0,16.75,1
4470,Kengeri Satellite Town,890.0,2.0,35.0,2
4471,Kengeri Satellite Town,883.0,2.0,45.0,2
4472,Kengeri Satellite Town,1415.0,2.0,66.0,3
4473,Kengeri Satellite Town,930.0,1.0,30.0,1
4474,Kengeri Satellite Town,1635.0,2.0,78.0,3
4475,Kengeri Satellite Town,1050.0,2.0,43.0,2
4476,Kengeri Satellite Town,1007.0,2.0,42.0,2
4477,Kengeri Satellite Town,635.0,1.0,22.0,2
4478,Kengeri Satellite Town,818.0,2.0,26.0,2
4479,Kengeri Satellite Town,1030.0,2.0,50.0,2
4480,Kengeri Satellite Town,1200.0,2.0,65.0,2
4481,Kengeri Satellite Town,795.0,2.0,32.0,2
4482,Kengeri Satellite Town,1302.5,2.0,44.285,2
4483,Kengeri Satellite Town,800.0,2.0,40.0,2
4484,Kengeri Satellite Town,654.0,1.0,22.0,1
4485,Kengeri Satellite Town,1060.0,2.0,42.0,2
4486,Kengeri Satellite Town,750.0,2.0,33.0,2
4487,Kengeri Satellite Town,920.0,2.0,39.0,2
4488,Kengeri Satellite Town,985.0,2.0,42.0,2
4489,Kengeri Satellite Town,410.0,1.0,15.0,1
4490,Kengeri Satellite Town,1120.0,2.0,49.0,2
4492,Kengeri Satellite Town,1110.0,2.0,43.0,2
4493,Kengeri Satellite Town,1170.0,2.0,50.0,2
4494,Kengeri Satellite Town,777.4,2.0,25.0,2
4495,Kengeri Satellite Town,800.0,2.0,32.0,2
4496,Kereguddadahalli,950.0,2.0,32.0,2
4497,Kereguddadahalli,1400.0,2.0,48.0,3
4498,Kereguddadahalli,800.0,2.0,28.0,2
4499,Kereguddadahalli,904.0,2.0,30.0,2
4501,Kereguddadahalli,1000.0,2.0,30.0,2
4502,Kereguddadahalli,1240.0,3.0,41.0,3
4503,Kereguddadahalli,600.0,1.0,19.5,1
4504,Kereguddadahalli,1080.0,2.0,32.0,2
4505,Kereguddadahalli,1000.0,2.0,34.0,2
4508,Kereguddadahalli,1015.0,2.0,35.0,2
4509,Kodichikkanahalli,1190.0,2.0,57.0,3
4510,Kodichikkanahalli,995.0,2.0,41.0,2
4512,Kodichikkanahalli,1495.0,2.0,75.0,3
4513,Kodichikkanahalli,1125.0,2.0,52.0,2
4514,Kodichikkanahalli,1150.0,2.0,48.0,2
4515,Kodichikkanahalli,1070.0,2.0,43.0,2
4516,Kodichikkanahalli,1620.0,2.0,85.0,3
4518,Kodichikkanahalli,1026.0,2.0,45.0,2
4520,Kodichikkanahalli,450.0,1.0,18.0,1
4521,Kodichikkanahalli,907.0,2.0,38.5,2
4522,Kodichikkanahalli,1181.0,2.0,57.0,2
4523,Kodichikkanahalli,900.0,2.0,42.0,2
4525,Kodichikkanahalli,1400.0,3.0,66.0,3
4526,Kodichikkanahalli,976.0,2.0,50.0,2
4527,Kodichikkanahalli,2700.0,4.0,125.0,5
4528,Kodichikkanahalli,1299.0,2.0,58.0,2
4529,Kodigehaali,1166.0,2.0,55.0,2
4530,Kodigehaali,1320.0,3.0,65.0,3
4531,Kodigehaali,1117.0,2.0,56.0,2
4532,Kodigehaali,1200.0,2.0,55.0,2
4533,Kodigehaali,1200.0,2.0,60.0,2
4534,Kodigehaali,2120.0,3.0,177.0,3
4535,Kodigehaali,1013.0,2.0,51.0,2
4536,Kodigehaali,1324.0,3.0,65.0,3
4537,Kodigehaali,965.0,2.0,38.0,2
4538,Kodigehaali,866.0,2.0,32.0,2
4539,Kodigehaali,1442.0,3.0,80.0,3
4540,Kodigehalli,1270.0,2.0,98.0,2
4541,Kodigehalli,1200.0,2.0,48.0,2
4542,Kodigehalli,655.0,1.0,53.0,1
4543,Kodigehalli,1820.0,3.0,150.0,3
4544,Kodigehalli,635.0,1.0,28.0,2
4545,Kodigehalli,1200.0,4.0,156.0,3
4546,Kodihalli,3252.0,5.0,335.0,4
4547,Kodihalli,2700.0,4.0,270.0,3
4548,Kodihalli,2392.0,4.0,260.0,3
4549,Kodihalli,2408.0,4.0,260.0,3
4550,Kodihalli,2500.0,4.0,260.0,3
4551,Kodihalli,1620.0,3.0,130.0,3
4552,Kodihalli,3260.0,5.0,388.0,4
4553,Kodihalli,3197.0,5.0,335.0,4
4554,Kodihalli,1490.0,2.0,150.0,2
4555,Kogilu,1909.0,3.0,88.0,3
4557,Kogilu,1170.0,2.0,51.99,2
4558,Kogilu,650.0,2.0,28.0,2
4559,Kogilu,1140.0,2.0,50.66,2
4560,Kogilu,1200.0,2.0,53.33,2
4561,Kogilu,1934.0,3.0,150.0,3
4562,Kogilu,540.0,1.0,36.0,1
4563,Kogilu,1559.0,3.0,127.0,3
4564,Kogilu,1190.0,2.0,50.66,2
4565,Kogilu,1140.0,2.0,50.66,2
4566,Kogilu,1559.0,3.0,120.0,3
4567,Kogilu,700.0,1.0,30.84,1
4568,Kogilu,1250.0,2.0,55.55,2
4569,Kogilu,1200.0,2.0,53.33,2
4570,Kogilu,952.0,2.0,49.0,2
4571,Kogilu,700.0,1.0,30.84,1
4572,Kogilu,1250.0,2.0,55.55,2
4573,Kogilu,2456.0,7.0,85.0,7
4574,Kogilu,1140.0,2.0,50.66,2
4575,Kogilu,1140.0,2.0,50.66,2
4576,Konanakunte,2791.0,3.0,223.0,3
4577,Konanakunte,884.0,1.0,58.0,2
4578,Konanakunte,1200.0,4.0,125.0,4
4579,Konanakunte,1200.0,2.0,130.0,4
4580,Konanakunte,2400.0,2.0,180.0,3
4582,Konanakunte,1423.0,2.0,85.0,3
4583,Koramangala,1320.0,2.0,165.0,2
4584,Koramangala,1253.0,2.0,102.0,2
4585,Koramangala,1580.0,3.0,160.0,3
4587,Koramangala,3500.0,5.0,425.0,4
4588,Koramangala,1005.0,1.0,110.0,2
4589,Koramangala,2292.0,4.0,275.0,3
4591,Koramangala,1290.0,2.0,100.0,2
4592,Koramangala,1300.0,2.0,110.0,2
4594,Koramangala,1325.0,2.0,119.0,2
4595,Koramangala,1140.0,2.0,75.2,2
4596,Koramangala,1260.0,2.0,100.0,2
4597,Koramangala,1975.0,3.0,210.0,3
4598,Koramangala,1900.0,2.0,200.0,2
4600,Koramangala,2292.0,3.0,286.0,3
4601,Koramangala,2300.0,3.0,290.0,3
4606,Koramangala,1320.0,2.0,150.0,2
4607,Koramangala,1320.0,2.0,110.0,2
4608,Koramangala,5985.0,4.0,775.0,4
4611,Koramangala,2246.0,3.0,300.0,3
4614,Koramangala,1083.0,2.0,100.0,2
4615,Koramangala,1744.0,3.0,200.0,3
4616,Koramangala,1180.0,2.0,128.0,2
4617,Koramangala,1320.0,2.0,160.0,2
4618,Koramangala,1370.0,2.0,125.0,2
4619,Koramangala,1100.0,2.0,85.0,2
4620,Koramangala,1249.0,2.0,165.0,2
4621,Koramangala,1200.0,2.0,100.0,2
4623,Koramangala,2223.0,3.0,300.0,3
4624,Koramangala,1744.0,4.0,210.0,3
4625,Koramangala,1866.0,4.0,245.0,3
4626,Koramangala,1320.0,2.0,160.0,2
4627,Koramangala,1350.0,2.0,103.0,2
4628,Koramangala,6000.0,4.0,625.0,4
4630,Koramangala,1320.0,2.0,160.0,2
4631,Koramangala,1710.0,3.0,210.0,3
4632,Koramangala,1355.0,2.0,95.0,2
4633,Koramangala,1600.0,3.0,170.0,3
4634,Koramangala,1260.0,2.0,100.0,2
4637,Kothannur,1206.0,2.0,48.23,2
4639,Kothannur,1100.0,2.0,40.0,2
4640,Kothannur,1197.0,2.0,47.88,2
4641,Kothannur,1197.0,2.0,47.8,2
4642,Kothannur,1070.0,2.0,42.79,2
4645,Kothannur,1070.0,2.0,38.6,2
4646,Kothannur,1485.0,2.0,59.4,3
4647,Kothannur,1215.0,2.0,48.6,3
4648,Kothannur,1404.0,2.0,56.15,3
4649,Kothanur,1200.0,2.0,51.0,2
4650,Kothanur,2400.0,2.0,150.0,3
4651,Kothanur,1828.0,3.0,110.0,3
4652,Kothanur,1186.0,2.0,58.0,2
4654,Kothanur,1847.0,3.0,105.0,3
4656,Kothanur,9600.0,5.0,550.0,5
4657,Kothanur,1435.0,3.0,70.0,3
4658,Kothanur,1187.0,2.0,58.0,2
4659,Kothanur,1847.0,3.0,110.0,3
4660,Kothanur,1460.0,3.0,71.0,3
4661,Kothanur,1185.0,2.0,59.0,2
4662,Kothanur,1436.0,3.0,70.0,3
4663,Kothanur,1462.0,3.0,71.0,3
4664,Kothanur,1790.0,3.0,105.0,3
4666,Kothanur,1070.0,2.0,45.5,2
4668,Kothanur,1145.0,2.0,56.0,2
4669,Kothanur,3401.0,5.0,230.0,4
4670,Kothanur,1455.0,2.0,69.0,2
4671,Kothanur,627.0,1.0,30.0,1
4672,Kothanur,1302.0,2.0,68.5,2
4673,Kothanur,1760.0,3.0,111.0,3
4674,Kothanur,1185.0,2.0,58.0,2
4675,Kothanur,1500.0,1.0,75.0,1
4676,Kothanur,1075.0,2.0,53.0,2
4677,Kothanur,1790.0,3.0,97.0,3
4678,Kothanur,2700.0,4.0,175.0,4
4679,Kothanur,1786.0,2.0,106.0,3
4680,Kothanur,1787.0,3.0,107.0,3
4681,Kothanur,1141.0,2.0,54.0,2
4682,Kothanur,1760.0,3.0,110.0,3
4684,Kothanur,1160.0,2.0,57.0,2
4685,Kothanur,1095.0,2.0,55.0,2
4686,Kothanur,1142.0,2.0,56.0,2
4687,Kothanur,1074.0,2.0,54.0,2
4688,Kothanur,1285.0,2.0,60.0,2
4689,Kothanur,1075.0,2.0,53.0,2
4690,Kothanur,1140.0,2.0,56.0,2
4691,Kothanur,1400.0,2.0,70.0,2
4694,Kothanur,1140.0,2.0,56.0,2
4695,Kothanur,1787.0,3.0,120.0,3
4696,Kothanur,1185.0,2.0,59.0,2
4698,Kothanur,1790.0,3.0,105.0,3
4699,Kothanur,1130.0,2.0,55.0,2
4700,Kothanur,1094.0,2.0,54.0,2
4701,Kothanur,1170.0,3.0,80.0,3
4702,Kothanur,1400.0,2.0,65.0,2
4703,Kothanur,1195.0,2.0,59.0,2
4704,Kothanur,1790.0,3.0,120.0,3
4705,Kothanur,1454.0,3.0,71.5,3
4706,Kudlu,1152.0,2.0,53.5,2
4707,Kudlu,1027.0,2.0,43.0,2
4708,Kudlu,1092.0,2.0,44.0,2
4709,Kudlu,1027.0,2.0,43.0,2
4710,Kudlu,1092.0,2.0,44.0,2
4711,Kudlu,1143.0,2.0,55.0,2
4713,Kudlu,1024.0,2.0,44.0,2
4715,Kudlu,1600.0,3.0,79.0,3
4716,Kudlu,1027.0,2.0,42.0,2
4717,Kudlu,1076.0,2.0,50.0,2
4718,Kudlu,1027.0,2.0,44.0,2
4719,Kudlu,1084.0,2.0,53.0,2
4720,Kudlu,1300.0,2.0,56.0,2
4721,Kudlu,1027.0,2.0,44.0,2
4722,Kudlu,1245.0,2.0,60.0,3
4723,Kudlu,1027.0,2.0,44.0,2
4724,Kudlu,1110.0,2.0,46.0,2
4725,Kudlu,2100.0,3.0,114.0,4
4726,Kudlu,1027.0,2.0,44.0,2
4727,Kudlu,720.0,1.0,33.0,1
4728,Kudlu,1027.0,2.0,44.0,2
4729,Kudlu,1162.0,2.0,52.0,2
4730,Kudlu,1041.0,2.0,53.0,2
4731,Kudlu Gate,1535.0,3.0,83.0,3
4732,Kudlu Gate,1535.0,3.0,85.0,3
4734,Kudlu Gate,1535.0,3.0,86.0,3
4735,Kudlu Gate,1564.0,2.0,92.0,3
4737,Kudlu Gate,1238.0,2.0,55.0,2
4738,Kudlu Gate,1335.0,3.0,89.0,3
4739,Kudlu Gate,703.0,1.0,52.0,1
4740,Kudlu Gate,1535.0,3.0,86.0,3
4741,Kudlu Gate,1532.0,3.0,83.0,3
4742,Kudlu Gate,1113.0,2.0,50.0,2
4744,Kudlu Gate,1185.0,2.0,50.0,2
4748,Kudlu Gate,1215.0,2.0,45.0,2
4749,Kudlu Gate,812.0,2.0,38.25,2
4750,Kudlu Gate,1547.0,2.0,103.0,2
4751,Kudlu Gate,1336.0,2.0,86.0,2
4752,Kudlu Gate,1919.0,3.0,121.0,3
4753,Kudlu Gate,1464.0,3.0,56.0,2
4754,Kudlu Gate,1535.0,3.0,85.0,3
4755,Kudlu Gate,1850.0,3.0,120.0,3
4756,Kudlu Gate,940.0,2.0,69.57,2
4757,Kudlu Gate,1215.0,2.0,44.96,2
4758,Kudlu Gate,1164.0,2.0,75.0,2
4760,Kudlu Gate,1183.0,2.0,79.54,2
4761,Kudlu Gate,1850.0,3.0,110.0,3
4763,Kudlu Gate,1183.0,2.0,79.54,2
4764,Kudlu Gate,1200.0,2.0,44.4,2
4766,Kudlu Gate,1310.0,2.0,53.0,2
4767,Kumaraswami Layout,2000.0,4.0,139.0,4
4768,Kumaraswami Layout,1000.0,2.0,48.5,2
4769,Kumaraswami Layout,1000.0,2.0,58.0,2
4770,Kumaraswami Layout,2400.0,7.0,125.0,7
4771,Kumaraswami Layout,2400.0,2.0,125.0,3
4772,Kumaraswami Layout,1310.0,2.0,70.0,3
4773,Kumaraswami Layout,850.0,1.0,78.0,1
4774,Kumaraswami Layout,3200.0,7.0,150.0,7
4775,Kumaraswami Layout,1310.0,2.0,85.0,3
4776,Kumaraswami Layout,2450.0,3.0,110.0,4
4777,Kumaraswami Layout,3100.0,7.0,145.0,7
4778,Kumaraswami Layout,1200.0,3.0,75.0,3
4779,Kumaraswami Layout,1081.0,2.0,60.0,2
